Rooms,Type,Price,Distance_from_CBD,Bathroom,Car_Spot,Region,Schooling_Facilities
2,u,440000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,h,2200000.0,4.6,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,h,727000.0,8.4,1.0,1.0,northern metropolitan,239.0
2,h,674000.0,8.4,1.0,1.0,northern metropolitan,239.0
3,h,1017500.0,8.4,1.0,2.0,northern metropolitan,239.0
2,h,1050000.0,8.4,1.0,1.0,northern metropolitan,239.0
4,h,840000.0,8.4,1.0,1.0,northern metropolitan,239.0
4,h,1145000.0,12.0,1.0,1.0,northern metropolitan,239.0
3,h,890000.0,12.0,1.0,1.0,northern metropolitan,239.0
3,u,510000.0,12.0,1.0,1.0,northern metropolitan,239.0
4,h,930000.0,12.0,1.0,3.0,northern metropolitan,239.0
3,h,635000.0,12.0,2.0,2.0,northern metropolitan,239.0
2,h,850000.0,12.0,1.0,2.0,northern metropolitan,239.0
3,h,780000.0,12.0,1.0,2.0,northern metropolitan,239.0
2,h,1172000.0,2.7,1.0,1.0,northern metropolitan,239.0
3,t,1255000.0,2.7,2.0,1.0,northern metropolitan,239.0
2,h,1275000.0,2.7,1.0,1.0,northern metropolitan,239.0
2,u,433000.0,2.7,1.0,1.0,northern metropolitan,239.0
3,h,1120000.0,2.7,2.0,2.0,northern metropolitan,239.0
2,u,645000.0,2.7,1.0,1.0,northern metropolitan,239.0
3,h,1190000.0,2.7,2.0,1.0,northern metropolitan,239.0
2,u,534000.0,2.7,1.0,1.0,northern metropolitan,239.0
3,h,1425000.0,2.7,3.0,3.0,northern metropolitan,239.0
2,u,650000.0,2.7,2.0,1.0,northern metropolitan,239.0
2,u,475000.0,19.9,1.0,2.0,eastern metropolitan,202.0
3,h,742000.0,19.9,2.0,2.0,eastern metropolitan,202.0
3,h,800000.0,19.9,1.0,1.0,eastern metropolitan,202.0
4,h,1175000.0,21.3,2.0,1.0,eastern metropolitan,202.0
3,h,755000.0,19.9,2.0,2.0,eastern metropolitan,202.0
2,u,602000.0,19.9,1.0,1.0,eastern metropolitan,202.0
4,h,1005800.0,23.5,2.0,2.0,south-eastern metropolitan,185.0
4,h,1275000.0,23.5,2.0,2.0,south-eastern metropolitan,185.0
3,u,760000.0,15.2,1.0,1.0,southern metropolitan,191.0
3,h,782500.0,24.7,2.0,2.0,south-eastern metropolitan,185.0
4,h,1410000.0,11.0,1.0,2.0,western metropolitan,229.0
3,h,900000.0,5.1,1.0,1.0,western metropolitan,229.0
2,u,415000.0,5.1,1.0,1.0,western metropolitan,229.0
3,h,900000.0,5.1,1.0,1.0,western metropolitan,229.0
4,h,555698.0,24.7,2.0,1.0,south-eastern metropolitan,185.0
3,u,1250000.0,2.7,2.0,3.0,southern metropolitan,191.0
4,u,2250000.0,2.7,2.0,2.0,southern metropolitan,191.0
2,h,415000.0,2.7,1.0,1.0,southern metropolitan,191.0
4,h,630500.0,20.5,1.0,1.0,northern metropolitan,239.0
3,h,510000.0,20.5,1.0,1.0,northern metropolitan,239.0
2,u,810000.0,2.7,2.0,2.0,southern metropolitan,191.0
2,t,1050000.0,2.7,1.0,1.0,southern metropolitan,191.0
2,u,771000.0,2.7,1.0,1.0,southern metropolitan,191.0
2,u,642500.0,2.7,1.0,1.0,southern metropolitan,191.0
2,u,422500.0,2.7,1.0,1.0,southern metropolitan,191.0
3,t,460000.0,14.0,1.0,1.0,western metropolitan,229.0
3,h,610000.0,14.0,1.0,1.0,western metropolitan,229.0
3,h,621000.0,14.0,1.0,2.0,western metropolitan,229.0
3,h,630000.0,14.0,1.0,2.0,western metropolitan,229.0
3,u,500000.0,14.0,1.0,1.0,western metropolitan,229.0
2,u,615000.0,5.0,1.0,1.0,southern metropolitan,191.0
3,h,1200000.0,8.2,1.0,2.0,western metropolitan,229.0
3,h,455000.0,24.7,1.0,3.0,western metropolitan,229.0
4,u,660000.0,10.5,2.0,2.0,western metropolitan,229.0
3,h,810000.0,10.5,1.0,2.0,western metropolitan,229.0
3,h,805000.0,10.5,1.0,2.0,western metropolitan,229.0
3,h,453000.0,10.5,1.0,1.0,western metropolitan,229.0
2,u,807000.0,10.2,1.0,1.0,southern metropolitan,191.0
3,h,1310000.0,10.2,2.0,2.0,southern metropolitan,191.0
3,u,780000.0,10.2,1.0,1.0,southern metropolitan,191.0
3,h,471000.0,18.0,2.0,1.0,western metropolitan,229.0
3,h,545000.0,18.4,1.0,2.0,western metropolitan,229.0
3,h,558000.0,18.0,2.0,2.0,western metropolitan,229.0
5,h,780000.0,15.5,2.0,2.0,western metropolitan,229.0
3,h,780000.0,15.5,1.0,2.0,western metropolitan,229.0
4,h,715000.0,15.5,3.0,2.0,western metropolitan,229.0
4,h,2000000.0,15.5,2.0,2.0,eastern metropolitan,202.0
4,h,1450000.0,15.5,2.0,2.0,eastern metropolitan,202.0
3,h,1240000.0,12.4,2.0,1.0,eastern metropolitan,202.0
2,t,756000.0,7.0,1.0,1.0,northern metropolitan,239.0
3,t,750000.0,7.0,1.0,1.0,northern metropolitan,239.0
3,h,1100000.0,7.0,1.0,1.0,northern metropolitan,239.0
2,t,700000.0,7.0,1.0,1.0,northern metropolitan,239.0
2,h,1205500.0,7.0,1.0,1.0,northern metropolitan,239.0
3,h,1031000.0,7.0,1.0,2.0,northern metropolitan,239.0
3,h,2250000.0,4.1,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,4.1,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,4.1,2.0,2.0,southern metropolitan,191.0
5,h,1041000.0,17.2,3.0,2.0,eastern metropolitan,202.0
4,h,1050000.0,17.2,2.0,2.0,eastern metropolitan,202.0
4,h,1208000.0,17.2,2.0,2.0,eastern metropolitan,202.0
3,h,940000.0,8.9,2.0,2.0,eastern metropolitan,202.0
4,h,2020000.0,14.7,2.0,2.0,eastern metropolitan,202.0
3,h,835000.0,14.5,2.0,1.0,northern metropolitan,239.0
3,h,1010000.0,14.5,1.0,2.0,northern metropolitan,239.0
3,h,830000.0,14.5,1.0,2.0,northern metropolitan,239.0
3,h,442000.0,14.7,1.0,1.0,western metropolitan,229.0
3,h,830000.0,14.7,2.0,2.0,western metropolitan,229.0
3,h,700000.0,6.4,1.0,2.0,western metropolitan,229.0
3,t,550000.0,16.5,1.0,1.0,northern metropolitan,239.0
2,h,736500.0,16.7,2.0,2.0,south-eastern metropolitan,185.0
3,h,1400000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,447500.0,4.6,2.0,2.0,southern metropolitan,191.0
4,h,1000000.0,12.7,1.0,1.0,northern metropolitan,239.0
4,h,1035000.0,6.3,2.0,3.0,western metropolitan,229.0
3,h,855000.0,3.0,2.0,1.0,northern metropolitan,239.0
3,h,1210000.0,7.5,1.0,3.0,western metropolitan,229.0
3,u,737500.0,10.4,2.0,2.0,western metropolitan,229.0
4,h,1425000.0,10.4,1.0,2.0,western metropolitan,229.0
3,h,905000.0,10.4,1.0,2.0,western metropolitan,229.0
3,h,526500.0,14.0,1.0,2.0,western metropolitan,229.0
2,u,685000.0,3.0,1.0,1.0,southern metropolitan,191.0
3,h,1800000.0,3.0,1.0,1.0,southern metropolitan,191.0
2,h,1515000.0,3.0,2.0,2.0,southern metropolitan,191.0
4,h,1800000.0,5.7,1.0,2.0,northern metropolitan,239.0
2,h,415000.0,5.7,1.0,1.0,northern metropolitan,239.0
3,h,1020000.0,11.0,1.0,2.0,western metropolitan,229.0
3,h,1280000.0,11.0,1.0,1.0,western metropolitan,229.0
3,h,825000.0,9.4,1.0,2.0,western metropolitan,229.0
3,h,875000.0,9.4,1.0,3.0,western metropolitan,229.0
5,h,2250000.0,6.3,2.0,2.0,southern metropolitan,191.0
3,h,1010000.0,4.3,2.0,1.0,western metropolitan,229.0
3,u,819000.0,4.3,2.0,1.0,western metropolitan,229.0
3,h,990000.0,4.3,1.0,1.0,western metropolitan,229.0
3,t,1200000.0,4.3,2.0,2.0,western metropolitan,229.0
3,h,1375000.0,4.3,1.0,2.0,western metropolitan,229.0
3,h,1100000.0,4.3,2.0,2.0,western metropolitan,229.0
3,h,1850000.0,10.2,2.0,2.0,southern metropolitan,191.0
4,h,1425000.0,10.2,1.0,2.0,southern metropolitan,191.0
4,h,773000.0,9.5,2.0,2.0,western metropolitan,229.0
3,h,1475000.0,6.4,2.0,1.0,southern metropolitan,191.0
5,h,2180000.0,7.9,3.0,2.0,southern metropolitan,191.0
3,h,1280000.0,7.9,2.0,2.0,southern metropolitan,191.0
2,h,1231000.0,7.9,2.0,2.0,southern metropolitan,191.0
2,h,1500000.0,9.7,1.0,1.0,southern metropolitan,191.0
5,h,2250000.0,9.7,3.0,2.0,southern metropolitan,191.0
2,u,682000.0,9.7,1.0,1.0,southern metropolitan,191.0
2,h,1453000.0,9.7,2.0,2.0,southern metropolitan,191.0
4,h,1863000.0,9.7,2.0,2.0,southern metropolitan,191.0
4,h,1700000.0,9.7,2.0,2.0,southern metropolitan,191.0
4,h,1030000.0,23.2,2.0,2.0,eastern metropolitan,202.0
3,u,700000.0,23.2,2.0,2.0,eastern metropolitan,202.0
4,h,675000.0,24.7,2.0,2.0,eastern victoria,95.0
2,t,945000.0,17.3,2.0,2.0,southern metropolitan,191.0
5,h,1900000.0,11.4,1.0,2.0,southern metropolitan,191.0
3,t,1303000.0,13.8,2.0,2.0,southern metropolitan,191.0
3,h,1410000.0,13.8,2.0,3.0,southern metropolitan,191.0
3,t,817000.0,13.8,1.0,2.0,southern metropolitan,191.0
4,h,1815000.0,13.8,3.0,2.0,southern metropolitan,191.0
3,h,1225000.0,13.8,1.0,2.0,southern metropolitan,191.0
4,t,1430000.0,13.8,2.0,2.0,southern metropolitan,191.0
3,h,690000.0,24.7,2.0,2.0,eastern victoria,95.0
3,h,880000.0,13.4,1.0,1.0,eastern metropolitan,202.0
4,h,1562000.0,13.4,2.0,1.0,eastern metropolitan,202.0
3,t,1300000.0,13.4,2.0,2.0,eastern metropolitan,202.0
3,h,1530000.0,13.4,1.0,2.0,eastern metropolitan,202.0
3,h,1264000.0,13.4,1.0,2.0,eastern metropolitan,202.0
5,h,2150500.0,10.9,3.0,3.0,eastern metropolitan,202.0
3,h,1755000.0,10.9,2.0,2.0,eastern metropolitan,202.0
3,h,810000.0,8.6,1.0,2.0,western metropolitan,229.0
2,h,570000.0,8.6,1.0,2.0,western metropolitan,229.0
3,h,2250000.0,10.5,2.0,2.0,southern metropolitan,191.0
3,t,2250000.0,10.5,2.0,3.0,southern metropolitan,191.0
2,u,626000.0,10.5,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,10.3,3.0,2.0,southern metropolitan,191.0
4,h,2000000.0,10.3,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,10.3,2.0,2.0,southern metropolitan,191.0
4,h,1900000.0,10.3,2.0,2.0,southern metropolitan,191.0
3,h,1675000.0,10.3,2.0,2.0,southern metropolitan,191.0
3,h,1300000.0,10.3,1.0,2.0,southern metropolitan,191.0
4,h,2250000.0,10.3,2.0,2.0,southern metropolitan,191.0
3,h,1275000.0,5.2,1.0,1.0,northern metropolitan,239.0
2,h,900000.0,5.2,1.0,1.0,northern metropolitan,239.0
2,u,520000.0,5.2,1.0,1.0,northern metropolitan,239.0
4,h,1275000.0,5.2,1.0,1.0,northern metropolitan,239.0
3,h,1204000.0,5.2,1.0,1.0,northern metropolitan,239.0
2,h,730000.0,5.2,1.0,1.0,northern metropolitan,239.0
3,h,1075000.0,4.0,1.0,1.0,northern metropolitan,239.0
4,h,1268000.0,5.2,2.0,2.0,northern metropolitan,239.0
3,h,1445000.0,5.2,1.0,2.0,northern metropolitan,239.0
2,u,480000.0,5.2,1.0,1.0,northern metropolitan,239.0
3,h,796000.0,12.1,2.0,2.0,northern metropolitan,239.0
4,h,769000.0,12.1,2.0,2.0,northern metropolitan,239.0
3,h,690000.0,12.1,1.0,2.0,northern metropolitan,239.0
3,h,960000.0,12.1,1.0,1.0,northern metropolitan,239.0
3,h,1325000.0,10.4,1.0,1.0,southern metropolitan,191.0
3,h,1052000.0,10.4,1.0,1.0,southern metropolitan,191.0
2,u,525000.0,7.7,2.0,2.0,southern metropolitan,191.0
2,u,555000.0,7.7,1.0,1.0,southern metropolitan,191.0
4,h,2250000.0,7.7,2.0,2.0,southern metropolitan,191.0
3,t,1381000.0,8.4,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,8.4,2.0,2.0,southern metropolitan,191.0
3,h,1000000.0,2.7,1.0,1.0,northern metropolitan,239.0
2,u,720000.0,2.7,1.0,1.0,northern metropolitan,239.0
3,h,1717500.0,3.5,1.0,1.0,northern metropolitan,239.0
4,h,2250000.0,3.5,1.0,1.0,northern metropolitan,239.0
3,h,1950000.0,3.5,1.0,1.0,northern metropolitan,239.0
2,t,817500.0,10.1,1.0,1.0,southern metropolitan,191.0
5,h,1150000.0,14.8,3.0,3.0,western metropolitan,229.0
3,u,590000.0,24.7,1.0,1.0,south-eastern metropolitan,185.0
4,h,600000.0,24.7,2.0,2.0,south-eastern metropolitan,185.0
2,h,811000.0,8.7,2.0,2.0,southern metropolitan,191.0
3,h,1520000.0,7.8,2.0,2.0,southern metropolitan,191.0
4,h,1700000.0,8.7,2.0,2.0,southern metropolitan,191.0
2,h,960000.0,8.7,1.0,3.0,southern metropolitan,191.0
4,h,732000.0,24.7,2.0,2.0,south-eastern metropolitan,185.0
3,h,800000.0,17.9,1.0,1.0,southern metropolitan,191.0
3,h,877000.0,17.9,1.0,2.0,southern metropolitan,191.0
4,h,1255000.0,17.9,2.0,3.0,southern metropolitan,191.0
3,h,900000.0,17.9,1.0,2.0,southern metropolitan,191.0
2,u,750000.0,17.9,2.0,2.0,southern metropolitan,191.0
3,h,1199000.0,17.9,2.0,2.0,southern metropolitan,191.0
4,h,1500000.0,17.9,2.0,3.0,southern metropolitan,191.0
3,h,786000.0,24.7,2.0,2.0,eastern victoria,95.0
5,h,2115000.0,16.7,2.0,2.0,south-eastern metropolitan,185.0
3,u,780000.0,16.7,2.0,1.0,south-eastern metropolitan,185.0
3,h,862500.0,6.7,1.0,2.0,northern metropolitan,239.0
4,h,1020000.0,6.7,2.0,2.0,northern metropolitan,239.0
2,h,996000.0,6.7,1.0,1.0,northern metropolitan,239.0
3,h,1160000.0,6.7,1.0,1.0,northern metropolitan,239.0
2,h,1095000.0,2.7,1.0,1.0,northern metropolitan,239.0
2,t,750000.0,2.7,1.0,1.0,northern metropolitan,239.0
3,h,415000.0,17.4,1.0,1.0,northern metropolitan,239.0
3,h,421000.0,20.6,1.0,1.0,northern metropolitan,239.0
5,h,680000.0,20.6,3.0,2.0,northern metropolitan,239.0
2,h,415000.0,20.6,1.0,1.0,northern metropolitan,239.0
4,h,492000.0,20.6,2.0,2.0,northern metropolitan,239.0
3,h,425000.0,20.6,2.0,2.0,northern metropolitan,239.0
3,h,460000.0,20.6,1.0,1.0,northern metropolitan,239.0
3,u,415000.0,20.6,1.0,1.0,northern metropolitan,239.0
5,h,1711000.0,23.0,2.0,2.0,eastern metropolitan,202.0
3,h,985500.0,23.0,1.0,2.0,eastern metropolitan,202.0
3,h,720000.0,23.0,2.0,2.0,eastern metropolitan,202.0
4,h,860000.0,23.0,3.0,2.0,eastern metropolitan,202.0
3,h,415000.0,14.0,1.0,2.0,northern metropolitan,239.0
3,h,415000.0,14.0,1.0,1.0,northern metropolitan,239.0
3,h,620000.0,24.7,1.0,3.0,south-eastern metropolitan,185.0
4,h,650000.0,14.8,2.0,2.0,western metropolitan,229.0
2,h,592000.0,14.8,1.0,2.0,western metropolitan,229.0
3,h,716000.0,14.8,1.0,2.0,western metropolitan,229.0
3,h,645000.0,14.8,1.0,2.0,western metropolitan,229.0
3,h,588000.0,21.8,2.0,2.0,northern victoria,36.0
3,h,840000.0,22.2,2.0,2.0,south-eastern metropolitan,185.0
3,h,801000.0,22.2,2.0,1.0,south-eastern metropolitan,185.0
5,h,955000.0,22.2,3.0,2.0,south-eastern metropolitan,185.0
3,u,830000.0,14.3,2.0,2.0,eastern metropolitan,202.0
3,h,1255000.0,14.3,2.0,2.0,eastern metropolitan,202.0
4,h,2000000.0,14.3,2.0,2.0,eastern metropolitan,202.0
3,h,1369000.0,14.3,1.0,2.0,eastern metropolitan,202.0
3,h,902000.0,16.1,1.0,2.0,eastern metropolitan,202.0
2,u,885000.0,2.7,1.0,1.0,northern metropolitan,239.0
3,h,967500.0,18.0,1.0,2.0,eastern metropolitan,202.0
4,h,890000.0,18.0,2.0,2.0,eastern metropolitan,202.0
3,h,1800000.0,7.2,2.0,2.0,southern metropolitan,191.0
2,h,1200000.0,7.5,1.0,2.0,western metropolitan,229.0
2,u,720000.0,7.5,2.0,2.0,western metropolitan,229.0
2,u,415000.0,7.5,1.0,1.0,western metropolitan,229.0
3,u,930000.0,7.5,2.0,1.0,western metropolitan,229.0
2,u,600000.0,7.5,1.0,1.0,western metropolitan,229.0
4,h,1360000.0,7.5,1.0,2.0,western metropolitan,229.0
3,h,1390000.0,7.5,1.0,2.0,western metropolitan,229.0
2,h,761000.0,13.1,1.0,2.0,northern metropolitan,239.0
3,h,650000.0,13.1,1.0,3.0,northern metropolitan,239.0
2,u,700000.0,2.7,1.0,1.0,northern metropolitan,239.0
2,h,1275000.0,3.6,1.0,1.0,northern metropolitan,239.0
2,h,1680000.0,3.6,1.0,1.0,northern metropolitan,239.0
4,h,1340000.0,3.4,2.0,1.0,northern metropolitan,239.0
3,h,901000.0,5.1,1.0,2.0,western metropolitan,229.0
3,t,849500.0,5.1,1.0,2.0,western metropolitan,229.0
3,h,1071500.0,15.4,2.0,2.0,eastern metropolitan,202.0
3,h,800000.0,15.4,1.0,2.0,eastern metropolitan,202.0
3,h,545000.0,24.7,2.0,2.0,south-eastern metropolitan,185.0
3,h,570000.0,24.7,1.0,2.0,south-eastern metropolitan,185.0
5,h,715000.0,24.7,2.0,1.0,south-eastern metropolitan,185.0
3,h,630000.0,24.7,2.0,2.0,south-eastern metropolitan,185.0
3,h,700500.0,24.7,2.0,2.0,south-eastern metropolitan,185.0
4,h,1700000.0,24.7,2.0,2.0,south-eastern metropolitan,185.0
3,h,860000.0,24.7,2.0,3.0,south-eastern metropolitan,185.0
3,h,653000.0,12.9,1.0,2.0,western metropolitan,229.0
5,h,2250000.0,7.3,2.0,3.0,southern metropolitan,191.0
5,h,2180000.0,7.3,3.0,2.0,southern metropolitan,191.0
3,t,1610000.0,7.3,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,7.3,3.0,2.0,southern metropolitan,191.0
4,h,2210000.0,7.3,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,7.3,1.0,2.0,southern metropolitan,191.0
4,h,2155000.0,7.3,2.0,2.0,southern metropolitan,191.0
4,h,1420000.0,16.7,2.0,2.0,eastern metropolitan,202.0
3,h,1495000.0,16.7,2.0,2.0,eastern metropolitan,202.0
3,t,1125000.0,16.7,2.0,2.0,eastern metropolitan,202.0
4,h,995000.0,16.7,2.0,2.0,eastern metropolitan,202.0
4,h,1100000.0,11.2,2.0,2.0,northern metropolitan,239.0
3,t,695000.0,11.2,1.0,1.0,northern metropolitan,239.0
3,h,512000.0,11.2,1.0,2.0,northern metropolitan,239.0
4,h,820000.0,12.9,2.0,2.0,western metropolitan,229.0
5,h,1050000.0,16.1,3.0,3.0,northern metropolitan,239.0
3,h,1326000.0,16.1,1.0,2.0,northern metropolitan,239.0
3,h,895000.0,16.1,2.0,2.0,northern metropolitan,239.0
3,h,730000.0,16.1,2.0,2.0,northern metropolitan,239.0
5,h,880000.0,16.1,3.0,2.0,northern metropolitan,239.0
4,h,925000.0,16.1,2.0,2.0,northern metropolitan,239.0
3,h,770000.0,20.4,2.0,2.0,northern metropolitan,239.0
4,h,715000.0,20.4,2.0,2.0,northern metropolitan,239.0
4,h,840500.0,20.4,2.0,2.0,northern metropolitan,239.0
4,h,810000.0,20.4,2.0,3.0,northern metropolitan,239.0
4,h,1600000.0,13.8,2.0,3.0,southern metropolitan,191.0
3,h,1325000.0,13.8,1.0,2.0,southern metropolitan,191.0
4,h,2250000.0,13.8,2.0,2.0,southern metropolitan,191.0
2,t,1285000.0,13.8,1.0,1.0,southern metropolitan,191.0
2,u,685000.0,13.8,1.0,1.0,southern metropolitan,191.0
2,u,878000.0,13.8,1.0,1.0,southern metropolitan,191.0
3,u,957000.0,13.8,2.0,2.0,southern metropolitan,191.0
4,h,1200000.0,13.8,2.0,2.0,southern metropolitan,191.0
3,u,862000.0,5.3,2.0,2.0,southern metropolitan,191.0
3,t,1236000.0,5.3,2.0,2.0,southern metropolitan,191.0
3,h,1750000.0,5.3,2.0,1.0,southern metropolitan,191.0
4,h,2010000.0,5.3,3.0,3.0,southern metropolitan,191.0
3,h,2250000.0,5.3,2.0,1.0,southern metropolitan,191.0
2,h,1480000.0,5.3,1.0,1.0,southern metropolitan,191.0
2,h,1682000.0,5.3,1.0,1.0,southern metropolitan,191.0
4,u,915000.0,8.9,2.0,2.0,eastern metropolitan,202.0
3,t,781000.0,8.9,2.0,2.0,eastern metropolitan,202.0
2,h,875000.0,8.8,1.0,3.0,eastern metropolitan,202.0
4,h,1300000.0,16.0,2.0,2.0,southern metropolitan,191.0
2,u,595000.0,16.0,2.0,2.0,southern metropolitan,191.0
4,h,1430000.0,16.0,2.0,1.0,southern metropolitan,191.0
3,h,660000.0,18.0,2.0,2.0,western metropolitan,229.0
3,h,480000.0,18.0,2.0,1.0,western metropolitan,229.0
5,h,965000.0,12.3,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,7.8,2.0,2.0,eastern metropolitan,202.0
3,h,1035000.0,7.8,1.0,2.0,eastern metropolitan,202.0
3,t,975000.0,7.8,2.0,1.0,eastern metropolitan,202.0
3,h,556000.0,14.0,1.0,1.0,northern metropolitan,239.0
3,h,875000.0,14.5,1.0,2.0,western metropolitan,229.0
4,h,670000.0,15.5,2.0,2.0,western metropolitan,229.0
4,h,715000.0,15.5,1.0,2.0,western metropolitan,229.0
4,h,670100.0,15.5,1.0,2.0,western metropolitan,229.0
4,h,700000.0,15.5,1.0,2.0,western metropolitan,229.0
3,h,575000.0,15.5,1.0,1.0,western metropolitan,229.0
4,h,1703000.0,11.7,1.0,2.0,western metropolitan,229.0
3,h,1250000.0,3.4,1.0,2.0,northern metropolitan,239.0
2,u,415000.0,3.4,1.0,1.0,northern metropolitan,239.0
2,h,840500.0,3.4,1.0,1.0,northern metropolitan,239.0
2,u,876000.0,3.4,2.0,2.0,northern metropolitan,239.0
3,h,1995000.0,5.4,1.0,3.0,southern metropolitan,191.0
4,h,1800000.0,5.4,2.0,2.0,southern metropolitan,191.0
2,u,600000.0,5.4,1.0,1.0,southern metropolitan,191.0
2,u,797000.0,5.4,1.0,2.0,southern metropolitan,191.0
3,h,2250000.0,5.4,1.0,3.0,southern metropolitan,191.0
3,h,752000.0,24.7,2.0,2.0,south-eastern metropolitan,185.0
3,h,685000.0,24.7,2.0,2.0,eastern metropolitan,202.0
2,u,670000.0,5.9,2.0,2.0,southern metropolitan,191.0
3,h,705500.0,16.3,1.0,3.0,northern metropolitan,239.0
2,h,685000.0,16.3,1.0,2.0,northern metropolitan,239.0
3,h,560000.0,16.3,1.0,1.0,northern metropolitan,239.0
2,h,511500.0,16.3,1.0,2.0,northern metropolitan,239.0
2,u,415000.0,16.3,1.0,1.0,northern metropolitan,239.0
2,h,645000.0,16.3,1.0,1.0,northern metropolitan,239.0
3,h,701000.0,12.7,1.0,1.0,northern metropolitan,239.0
3,t,810000.0,6.4,2.0,2.0,western metropolitan,229.0
3,t,1000000.0,5.9,2.0,2.0,southern metropolitan,191.0
3,h,1275000.0,8.4,2.0,2.0,southern metropolitan,191.0
3,h,1690000.0,8.4,1.0,2.0,southern metropolitan,191.0
4,h,2250000.0,8.4,3.0,2.0,southern metropolitan,191.0
3,t,815000.0,4.3,2.0,2.0,western metropolitan,229.0
2,h,920000.0,4.3,1.0,1.0,western metropolitan,229.0
3,t,1140000.0,11.4,2.0,2.0,southern metropolitan,191.0
2,h,1172500.0,11.4,2.0,2.0,southern metropolitan,191.0
3,h,1473000.0,11.4,2.0,2.0,southern metropolitan,191.0
3,h,467000.0,17.4,1.0,1.0,northern metropolitan,239.0
4,h,415000.0,24.7,2.0,2.0,western victoria,21.0
3,h,420000.0,24.7,2.0,2.0,western victoria,21.0
3,h,465000.0,24.7,1.0,2.0,western victoria,21.0
3,h,440000.0,24.7,1.0,1.0,northern metropolitan,239.0
3,u,1210000.0,3.0,2.0,2.0,southern metropolitan,191.0
4,h,625000.0,17.9,2.0,2.0,northern metropolitan,239.0
2,h,428000.0,17.9,1.0,1.0,northern metropolitan,239.0
4,h,745000.0,17.9,1.0,1.0,northern metropolitan,239.0
3,h,600000.0,17.9,1.0,1.0,northern metropolitan,239.0
4,h,722500.0,17.9,2.0,2.0,northern metropolitan,239.0
2,h,421000.0,17.9,1.0,1.0,northern metropolitan,239.0
3,h,614000.0,17.9,1.0,1.0,northern metropolitan,239.0
2,h,890000.0,17.2,2.0,1.0,eastern metropolitan,202.0
4,h,1720000.0,17.2,2.0,2.0,eastern metropolitan,202.0
3,h,960000.0,17.2,1.0,1.0,eastern metropolitan,202.0
3,h,755000.0,16.2,1.0,2.0,eastern metropolitan,202.0
2,u,415000.0,6.2,1.0,1.0,western metropolitan,229.0
3,h,1375000.0,6.2,1.0,1.0,western metropolitan,229.0
3,t,1050000.0,6.2,1.0,2.0,western metropolitan,229.0
3,h,1401500.0,14.3,2.0,3.0,southern metropolitan,191.0
4,h,920000.0,21.5,2.0,2.0,south-eastern metropolitan,185.0
2,h,1110000.0,21.5,1.0,1.0,south-eastern metropolitan,185.0
3,h,620000.0,24.7,1.0,3.0,eastern victoria,95.0
3,h,1200000.0,14.2,1.0,3.0,eastern metropolitan,202.0
4,h,1387000.0,14.2,2.0,3.0,eastern metropolitan,202.0
4,t,970000.0,14.2,2.0,2.0,eastern metropolitan,202.0
3,u,870000.0,14.2,2.0,2.0,eastern metropolitan,202.0
3,h,1250000.0,14.2,1.0,1.0,eastern metropolitan,202.0
4,h,1450000.0,14.2,2.0,2.0,eastern metropolitan,202.0
3,h,865000.0,18.8,1.0,2.0,south-eastern metropolitan,185.0
3,h,1410000.0,10.1,1.0,1.0,southern metropolitan,191.0
3,u,1220500.0,10.1,2.0,2.0,southern metropolitan,191.0
2,u,415000.0,10.1,1.0,1.0,southern metropolitan,191.0
4,h,1920000.0,10.1,1.0,2.0,southern metropolitan,191.0
3,h,565000.0,24.7,2.0,2.0,south-eastern metropolitan,185.0
3,h,597500.0,24.7,1.0,2.0,south-eastern metropolitan,185.0
3,h,1250000.0,6.2,1.0,1.0,western metropolitan,229.0
3,h,1230000.0,6.2,1.0,1.0,western metropolitan,229.0
3,h,1220000.0,6.2,1.0,2.0,western metropolitan,229.0
4,h,1315000.0,10.4,2.0,2.0,western metropolitan,229.0
3,h,660000.0,22.7,1.0,2.0,south-eastern metropolitan,185.0
2,u,570000.0,2.7,2.0,1.0,northern metropolitan,239.0
2,u,850000.0,2.7,3.0,1.0,northern metropolitan,239.0
5,h,1550000.0,21.1,3.0,3.0,eastern metropolitan,202.0
3,h,1000000.0,5.3,1.0,1.0,northern metropolitan,239.0
3,h,1240000.0,5.3,1.0,1.0,northern metropolitan,239.0
3,h,1590000.0,5.3,1.0,1.0,northern metropolitan,239.0
3,h,1275000.0,5.3,1.0,1.0,northern metropolitan,239.0
3,h,1350000.0,5.3,1.0,1.0,northern metropolitan,239.0
3,h,1015000.0,15.4,2.0,2.0,eastern metropolitan,202.0
4,h,1075000.0,15.4,2.0,2.0,eastern metropolitan,202.0
